claim_file,display_order,measure,measure_id_w_display_order,measure_name,Measure_Type,claim_category,Active_Ind,decimal_places,Display_Type,measure_id,measure_cat,measure_major,measure_minor,z_display_order,display_suffix,z_display_order_suffix,decimal_places_int
LT,2,FFS53.2,FFS-53-002-2,"% of non-crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, or TOT-MEDICARE-DEDUCTIBLE-AMT is non-zero",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Non-Crossover, Paid Claims",Y,3,Default,FFS53_2,FFS,53,2,002,,002,3
OT,3,FFS53.3,FFS-53-003-3,"% of non-crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, or TOT-MEDICARE-DEDUCTIBLE-AMT is non-zero",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Non-Crossover, Paid Claims",Y,3,Default,FFS53_3,FFS,53,3,003,,003,3
RX,4,FFS53.4,FFS-53-004-4,"% of non-crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, or TOT-MEDICARE-DEDUCTIBLE-AMT is non-zero",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Non-Crossover, Paid Claims",Y,3,Default,FFS53_4,FFS,53,4,004,,004,3
IP,1,FFS54.1,FFS-54-001-1,"% of crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, and TOT-MEDICARE-DEDUCTIBLE-AMT are 0 or missing",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Crossover, Paid Claims",Y,2,Default,FFS54_1,FFS,54,1,001,,001,2
LT,2,FFS54.2,FFS-54-002-2,"% of crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, and TOT-MEDICARE-DEDUCTIBLE-AMT are 0 or missing",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Crossover, Paid Claims",Y,2,Default,FFS54_2,FFS,54,2,002,,002,2
OT,3,FFS54.3,FFS-54-003-3,"% of crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, and TOT-MEDICARE-DEDUCTIBLE-AMT are 0 or missing",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Crossover, Paid Claims",Y,2,Default,FFS54_3,FFS,54,3,003,,003,2
RX,4,FFS54.4,FFS-54-004-4,"% of crossover claim headers where MEDICARE-PAID-AMT, TOT-MEDICARE-COINS-AMT, and TOT-MEDICARE-DEDUCTIBLE-AMT are 0 or missing",Claims Percentage,"Medicaid and S-CHIP FFS: Original and Adjustment, Crossover, Paid Claims",Y,2,Default,FFS54_4,FFS,54,4,004,,004,2
LT,1,FFS6.10,FFS-6-001-10,Total # of claim headers,Count,"Medicaid FFS: Original, Crossover, Paid Claims",Y,0,Default,FFS6_10,FFS,6,10,001,,001,0
LT,1,FFS7.20,FFS-7-001-20,Total # of claim headers,Count,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,0,Default,FFS7_20,FFS,7,20,001,,001,0
LT,2,FFS7.10,FFS-7-002-10,% of claim headers with Ending Date of Service within the past year,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_10,FFS,7,10,002,,002,2
LT,3,FFS7.17,FFS-7-003-17,% of claim headers with diagnosis codes,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_17,FFS,7,17,003,,003,2
LT,4,FFS7.18,FFS-7-004-18,Average # of diagnoses,Average # Occurrences,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,1,Default,FFS7_18,FFS,7,18,004,,004,1
LT,5,FFS7.15,FFS-7-005-15,% of claim headers with Patient Status of still a patient,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_15,FFS,7,15,005,,005,2
LT,6,FFS7.11,FFS-7-006-11,% of claim headers with home Patient Status,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS7_11,FFS,7,11,006,,006,4
LT,7,FFS7.9,FFS-7-007-9,% of claim headers with deceased Patient Status ,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS7_9,FFS,7,9,007,,007,4
LT,8,FFS7.13,FFS-7-008-13,% of claim headers with 28-31 long-term care days,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_13,FFS,7,13,008,,008,2
LT,9,FFS7.16,FFS-7-009-16,% of claim headers with 6-8 long term care days,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_16,FFS,7,16,009,,009,2
LT,10,FFS7.14,FFS-7-010-14,% of claim headers that do not have 6-8 or 28-31 long-term care days,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS7_14,FFS,7,14,010,,010,2
LT,11,FFS7.19,FFS-7-011-19,"Average # of long-term care days, exclude 0",Average,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,1,Default,FFS7_19,FFS,7,19,011,,011,1
LT,12,FFS7.12,FFS-7-012-12,% of claim headers with Leave Days,Claims Percentage,"S-CHIP FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS7_12,FFS,7,12,012,,012,4
LT,1,FFS8.10,FFS-8-001-10,Total # of crossover claim headers,Count,"S-CHIP FFS: Original, Crossover, Paid Claims",Y,0,Default,FFS8_10,FFS,8,10,001,,001,0
OT,1,FFS9.103,FFS-9-001-103,Total # of claim lines,Count,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,0,Default,FFS9_103,FFS,9,103,001,,001,0
OT,2,FFS9.102,FFS-9-002-102,% of records with Procedure Code,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_102,FFS,9,102,002,,002,2
OT,3,FFS9.8,FFS-9-003-8,% of claim lines with Ending Date of Service within the past year,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_8,FFS,9,8,003,,003,2
OT,4,FFS9.100,FFS-9-004-100,"% of claim lines with TYPE-OF-SERVICE = 12, 2, 61, 28, 41 with diagnosis codes",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_100,FFS,9,100,004,,004,2
OT,7,FFS9.9,FFS-9-007-9,% of claim lines with ER Place of Service,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS9_9,FFS,9,9,007,,007,4
OT,8,FFS9.98,FFS-9-008-98,% of claim lines with office Place of Service,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS9_98,FFS,9,98,008,,008,4
OT,9,FFS9.18,FFS-9-009-18,% of claim lines with missing Place of Service,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_18,FFS,9,18,009,,009,2
OT,10,FFS9.3,FFS-9-010-3,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CPT (01) Procedure Code Flag",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_3,FFS,9,3,010,,010,2
OT,12,FFS9.19,FFS-9-012-19,% of claim lines with Revenue Code that also have a HCPCS Rate ,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_19,FFS,9,19,012,,012,2
OT,13,FFS9.10,FFS-9-013-10,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have HCPCS (06) Procedure Code Flag ",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_10,FFS,9,10,013,,013,2
OT,19,FFS9.16,FFS-9-019-16,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have ICD9CM (02) or ICD10CM (07) Procedure Code Flag ",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_16,FFS,9,16,019,,019,2
OT,20,FFS9.7,FFS-9-020-7,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS74 (03) Procedure Code Flag ",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_7,FFS,9,7,020,,020,2
OT,21,FFS9.6,FFS-9-021-6,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS69 (04) Procedure Code Flag ",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_6,FFS,9,6,021,,021,2
OT,22,FFS9.5,FFS-9-022-5,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS64 (05) Procedure Code Flag ",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_5,FFS,9,5,022,,022,2
OT,23,FFS9.17,FFS-9-023-17,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 with local service code indicator (PROCDURE-CODE = 10 - 87)",Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_17,FFS,9,17,023,,023,2
OT,24,FFS9.1,FFS-9-024-1,% of outpatient department claim lines that have accommodation codes,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,2,Default,FFS9_1,FFS,9,1,024,,024,2
OT,25,FFS9.2,FFS-9-025-2,% of claim headers with OT-RX-CLAIM-QUANTITY-ACTUAL = 1,Claims Percentage,"Medicaid FFS: Original, Non-Crossover, Paid Claims",Y,4,Default,FFS9_2,FFS,9,2,025,,025,4
IP,1,SUMFFS.3,FFS-S-001-3,Total # of claim headers,Count,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_3,SUMFFS,3,,001,,001,0
OT,2,SUMFFS.9,FFS-S-002-9,Total # of claim lines,Count,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_9,SUMFFS,9,,002,,002,0
LT,3,SUMFFS.6,FFS-S-003-6,Total # of claim headers,Count,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_6,SUMFFS,6,,003,,003,0
RX,4,SUMFFS.11,FFS-S-004-11,Total # of claim headers,Count,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_11,SUMFFS,11,,004,,004,0
IP,5,SUMFFS.14,FFS-S-005-14,Total # of claim headers,Count,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_14,SUMFFS,14,,005,,005,0
OT,6,SUMFFS.20,FFS-S-006-20,Total # of claim lines,Count,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_20,SUMFFS,20,,006,,006,0
LT,7,SUMFFS.17,FFS-S-007-17,Total # of claim headers,Count,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_17,SUMFFS,17,,007,,007,0
RX,8,SUMFFS.22,FFS-S-008-22,Total # of claim headers,Count,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,0,Default,SUMFFS_22,SUMFFS,22,,008,,008,0
IP,9,SUMFFS.2,FFS-S-009-2,% of claim headers that are original,Claims Percentage,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_2,SUMFFS,2,,009,,009,4
OT,10,SUMFFS.8,FFS-S-010-8,% of claim lines that are original,Claims Percentage,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_8,SUMFFS,8,,010,,010,4
LT,11,SUMFFS.5,FFS-S-011-5,% of claim headers that are original,Claims Percentage,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_5,SUMFFS,5,,011,,011,4
RX,12,SUMFFS.10,FFS-S-012-10,% of claim headers that are original,Claims Percentage,"Medicaid FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_10,SUMFFS,10,,012,,012,4
IP,13,SUMFFS.13,FFS-S-013-13,% of claim headers that are original,Claims Percentage,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_13,SUMFFS,13,,013,,013,4
OT,14,SUMFFS.19,FFS-S-014-19,% of claim lines that are original,Claims Percentage,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_19,SUMFFS,19,,014,,014,4
LT,15,SUMFFS.16,FFS-S-015-16,% of claim headers that are original,Claims Percentage,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_16,SUMFFS,16,,015,,015,4
RX,16,SUMFFS.21,FFS-S-016-21,% of claim headers that are original,Claims Percentage,"S-CHIP FFS: Original and Adjustment, Paid Claims",Y,4,Default,SUMFFS_21,SUMFFS,21,,016,,016,4
IP,17,SUMFFS.1,FFS-S-017-1,% of total original claim headers that are crossover claims,Claims Percentage,"Medicaid FFS: Original, Paid Claims",Y,2,Default,SUMFFS_1,SUMFFS,1,,017,,017,2
OT,18,SUMFFS.7,FFS-S-018-7,% of total original claim lines that are crossover claims,Claims Percentage,"Medicaid FFS: Original, Paid Claims",Y,2,Default,SUMFFS_7,SUMFFS,7,,018,,018,2
LT,19,SUMFFS.4,FFS-S-019-4,% of total original claim headers that are crossover claims,Claims Percentage,"Medicaid FFS: Original, Paid Claims",Y,2,Default,SUMFFS_4,SUMFFS,4,,019,,019,2
IP,20,SUMFFS.12,FFS-S-020-12,% of total original claim headers that are crossover claims,Claims Percentage,"S-CHIP FFS: Original, Paid Claims",Y,2,Default,SUMFFS_12,SUMFFS,12,,020,,020,2
OT,21,SUMFFS.18,FFS-S-021-18,% of total original claim lines that are crossover claims,Claims Percentage,"S-CHIP FFS: Original, Paid Claims",Y,2,Default,SUMFFS_18,SUMFFS,18,,021,,021,2
LT,22,SUMFFS.15,FFS-S-022-15,% of total original claim headers that are crossover claims,Claims Percentage,"S-CHIP FFS: Original, Paid Claims",Y,2,Default,SUMFFS_15,SUMFFS,15,,022,,022,2
OT,1,MCR10.24,MCR-10-001-24,Total # of claim lines,Count,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR10_24,MCR,10,24,001,,001,0
OT,2,MCR10.23,MCR-10-002-23,% of records with Procedure Code,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_23,MCR,10,23,002,,002,2
OT,3,MCR10.8,MCR-10-003-8,% of claim lines with Ending Date of Service within the past year,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_8,MCR,10,8,003,,003,2
OT,5,MCR10.21,MCR-10-005-21,"% of claim lines with TYPE-OF-SERVICE = 12, 2, 61, 28, 41 with diagnosis codes",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_21,MCR,10,21,005,,005,2
OT,7,MCR10.9,MCR-10-007-9,% of claim lines with ER Place of Service,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR10_9,MCR,10,9,007,,007,4
OT,8,MCR10.19,MCR-10-008-19,% of claim lines with office Place of Service,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR10_19,MCR,10,19,008,,008,4
OT,9,MCR10.18,MCR-10-009-18,% of claim lines with missing Place of Service,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_18,MCR,10,18,009,,009,2
OT,10,MCR10.3,MCR-10-010-3,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CPT (01) Procedure Code Flag",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_3,MCR,10,3,010,,010,2
IP,1,MCR1.18,MCR-1-001-18,Total # of claim headers,Count,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR1_18,MCR,1,18,001,,001,0
OT,12,MCR10.10,MCR-10-012-10,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have HCPCS (06) Procedure Code Flag ",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_10,MCR,10,10,012,,012,2
OT,18,MCR10.16,MCR-10-018-16,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have ICD9CM (02) or ICD10CM (07) Procedure Code Flag ",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_16,MCR,10,16,018,,018,2
OT,19,MCR10.7,MCR-10-019-7,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS74 (03) Procedure Code Flag ",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_7,MCR,10,7,019,,019,2
OT,20,MCR10.6,MCR-10-020-6,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS69 (04) Procedure Code Flag ",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_6,MCR,10,6,020,,020,2
OT,21,MCR10.5,MCR-10-021-5,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS64 (05) Procedure Code Flag ",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_5,MCR,10,5,021,,021,2
OT,22,MCR10.17,MCR-10-022-17,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 with local service code indicator (PROCDURE-CODE = 10 - 87)",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_17,MCR,10,17,022,,022,2
IP,2,MCR1.3,MCR-1-002-3,% of claim headers with Ending Date of Service within the past year,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_3,MCR,1,3,002,,002,2
OT,23,MCR10.1,MCR-10-023-1,% of outpatient department claim lines that have accommodation codes,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR10_1,MCR,10,1,023,,023,2
OT,24,MCR10.2,MCR-10-024-2,% of claim headers with OT-RX-CLAIM-QUANTITY-ACTUAL = 1,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR10_2,MCR,10,2,024,,024,4
IP,3,MCR1.9,MCR-1-003-9,% of claim headers with diagnosis codes,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_9,MCR,1,9,003,,003,2
IP,4,MCR1.16,MCR-1-004-16,Average # of diagnoses,Average # Occurrences,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR1_16,MCR,1,16,004,,004,1
IP,5,MCR1.10,MCR-1-005-10,% of claim headers with only 1 diagnosis code,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_10,MCR,1,10,005,,005,2
IP,6,MCR1.11,MCR-1-006-11,% of claim headers with principal Procedure Code,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_11,MCR,1,11,006,,006,2
IP,7,MCR1.17,MCR-1-007-17,Average # of procedures,Average # Occurrences,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR1_17,MCR,1,17,007,,007,1
IP,8,MCR1.1,MCR-1-008-1,% of claim headers with Admission Date within the past year ,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_1,MCR,1,1,008,,008,2
IP,9,MCR1.4,MCR-1-009-4,% of claim headers with home Patient Status,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR1_4,MCR,1,4,009,,009,4
IP,10,MCR1.2,MCR-1-010-2,% of claim headers with deceased Patient Status ,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR1_2,MCR,1,2,010,,010,4
IP,10,MCR1.5,MCR-1-010-5,% of claim headers with Patient Status of other institution ,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR1_5,MCR,1,5,010,,010,4
IP,11,MCR1.6,MCR-1-011-6,% of claim headers with Patient Status of still a patient,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR1_6,MCR,1,6,011,,011,4
IP,12,MCR1.8,MCR-1-012-8,% of claim headers with DRG,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_8,MCR,1,8,012,,012,2
IP,1,MCR1.19,MCR-1-013-19,% of claim headers with CMS/MS-DRG,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_19,MCR,1,19,001,,001,2
IP,14,MCR1.12,MCR-1-014-12,% of claim headers with any accommodation revenue codes,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_12,MCR,1,12,014,,014,2
IP,15,MCR1.13,MCR-1-015-13,% of claim headers with any ancillary revenue codes,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR1_13,MCR,1,13,015,,015,2
IP,16,MCR1.20,MCR-1-016-20,Average # accommodation codes on claims with accommodation codes,Average # Occurrences,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR1_20,MCR,1,20,016,,016,1
IP,17,MCR1.21,MCR-1-017-21,Average # ancillary codes on claims with ancillary codes,Average # Occurrences,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR1_21,MCR,1,21,017,,017,1
OT,1,MCR11.6,MCR-11-001-6,Total # of crossover claim lines,Count,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,0,Default,MCR11_6,MCR,11,6,001,,001,0
OT,2,MCR11.3,MCR-11-002-3,"% of claim lines with TYPE-OF-SERVICE = 12, 2, 61 with ER Place of Service (Medicaid Paid Amount > $0)",Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR11_3,MCR,11,3,002,,002,2
OT,3,MCR11.5,MCR-11-003-5,% of claim lines with office Place of Service (Medicaid Paid Amount > $0),Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR11_5,MCR,11,5,003,,003,2
OT,4,MCR11.4,MCR-11-004-4,% of claim lines with missing Place of Service (Medicaid Paid Amount > $0),Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR11_4,MCR,11,4,004,,004,2
OT,5,MCR11.1,MCR-11-005-1,% of claim lines with Procedure Code Flag (Medicaid Paid Amount > $0),Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR11_1,MCR,11,1,005,,005,2
OT,6,MCR11.2,MCR-11-006-2,% of claim lines with Procedure Code or Revenue Code (Medicaid Paid Amount > $0),Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR11_2,MCR,11,2,006,,006,2
OT,1,MCR12.1,MCR-12-001-1,% of claim lines with Revenue Code that also have a HCPCS Rate ,Claims Percentage,"Medicaid Encounter: Original, Paid Claims",Y,2,Default,MCR12_1,MCR,12,1,001,,001,2
OT,1,MCR13.17,MCR-13-001-17,Total # of capitation payments,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_17,MCR,13,17,001,,001,0
OT,2,MCR13.1,MCR-13-002-1,"# of claim lines with capitated payments to HMOs, HIOs or PACE (119) plans",Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_1,MCR,13,1,002,,002,0
OT,3,MCR13.3,MCR-13-003-3,# of capitated payments to PHPs (TYPE-OF-SERVICE = 122),Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_3,MCR,13,3,003,,003,0
OT,4,MCR13.2,MCR-13-004-2,# of capitated payments for PCCM (TYPE-OF-SERVICE = 120),Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_2,MCR,13,2,004,,004,0
OT,5,MCR13.4,MCR-13-005-4,% of claim lines with plan ID,Claims Percentage,"S-CHIP Capitation Payment: Original, Paid Claims",Y,2,Default,MCR13_4,MCR,13,4,005,,005,2
OT,6,MCR13.18,MCR-13-006_1-18,% of PCCM (TYPE-OF-SERVICE) capitated payments with a non-missing plan ID that do not have a corresponding managed care participation PCCM plan,Claims percentage,"S-CHIP Capitation Payment: Original, Paid Claims",Y,3,Default,MCR13_18,MCR,13,18,006,,006,3
OT,6,MCR13.19,MCR-13-006_2-19,% of PCCM capitated payments with a non-missing plan ID where plan ID number equals the Billing Provider Number or Billing Provider NPI Number,Claims percentage,"S-CHIP Capitation Payment: Original, Paid Claims",Y,3,Default,MCR13_19,MCR,13,19,006,,006,3
OT,6,MCR13.7,MCR-13-006-7,"# of capitated payments to HMOs, HIOs or PACE (TYPE-OF-SERVICE = 119) plans with Ending Date of Service in the current month",Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_7,MCR,13,7,006,,006,0
OT,7,MCR13.6,MCR-13-007-6,# of capitated payments to PHPs (TYPE-OF-SERVICE = 122) with Ending Date of Service in the current month ,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_6,MCR,13,6,007,,007,0
OT,8,MCR13.5,MCR-13-008-5,# of capitated payments for PCCM (TYPE-OF-SERVICE = 120) with Ending Date of Service in the current month,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_5,MCR,13,5,008,,008,0
OT,9,MCR13.16,MCR-13-009-16,"# of capitated payments to HMOs, HIOs or PACE (TYPE-OF-SERVICE = 119) plans with Ending Date of Service in the previous month ",Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_16,MCR,13,16,009,,009,0
OT,10,MCR13.15,MCR-13-010-15,# of capitated payments to PHPs (TYPE-OF-SERVICE = 122) with Ending Date of Service in the previous month ,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_15,MCR,13,15,010,,010,0
OT,11,MCR13.14,MCR-13-011-14,# of capitated payments for PCCM (TYPE-OF-SERVICE = 120) with Ending Date of Service in the previous month,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_14,MCR,13,14,011,,011,0
OT,12,MCR13.13,MCR-13-012-13,"# of capitated payments to HMOs, HIOs or PACE (TYPE-OF-SERVICE = 119) plans with Ending Date of Service prior to the previous month",Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_13,MCR,13,13,012,,012,0
OT,13,MCR13.12,MCR-13-013-12,# of capitated payments to PHPs (TYPE-OF-SERVICE = 122) with Ending Date of Service prior to the previous month,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_12,MCR,13,12,013,,013,0
OT,14,MCR13.11,MCR-13-014-11,# of capitated payments for PCCM (TYPE-OF-SERVICE = 120) with Ending Date of Service prior to the previous month,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_11,MCR,13,11,014,,014,0
OT,15,MCR13.10,MCR-13-015-10,"# of capitated payments to HMOs, HIOs or PACE (TYPE-OF-SERVICE = 119) plans with Ending Date of Service in a future month ",Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_10,MCR,13,10,015,,015,0
