Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
121,IP,Claims,MIS-2-028-28,MIS2.28,,AA,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CIP00002),tmsis_clh_rec_ip.hlth_care_acqrd_cond_cd,HEALTH-CARE-ACQUIRED-CONDITION-IND,CIP139,X(1),Character,Y
122,IP,Claims,MIS-2-029-29,MIS2.29,,AA,% missing: ICN-ADJ (CIP00002),tmsis_clh_rec_ip.adjstmt_clm_num,ICN-ADJ,CIP020,X(50),Character,Y
123,IP,Claims,MIS-2-030-30,MIS2.30,,AA,% missing: ICN-ORIG (CIP00002),tmsis_clh_rec_ip.orgnl_clm_num,ICN-ORIG,CIP019,X(50),Character,Y
124,IP,Claims,MIS-2-031-31,MIS2.31,,AA,% missing: MEDICAID-AMOUNT-PAID-DSH (CIP00002),tmsis_clh_rec_ip.mdcd_dsh_pd_amt,MEDICAID-AMOUNT-PAID-DSH,CIP220,S9(11)V99,Numeric,Y
125,IP,Claims,MIS-2-032-32,MIS2.32,,AA,% missing: MEDICAID-COV-INPATIENT-DAYS (CIP00002),tmsis_clh_rec_ip.mdcd_cvrd_ip_days_cnt,MEDICAID-COV-INPATIENT-DAYS,CIP136,S9(7),Numeric,Y
126,IP,Claims,MIS-2-033-33,MIS2.33,,AA,% missing: MEDICARE-PAID-AMT (CIP00002),tmsis_clh_rec_ip.mdcr_pd_amt,MEDICARE-PAID-AMT,CIP228,S9(11)V99,Numeric,Y
127,IP,Claims,MIS-2-034-34,MIS2.34,,AA,% missing: MEDICARE-REIM-TYPE (CIP00002),tmsis_clh_rec_ip.mdcr_reimbrsmt_type_cd,MEDICARE-REIM-TYPE,CIP133,X(2),Character,Y
128,IP,Claims,MIS-2-035-35,MIS2.35,,AA,% missing: MSIS-IDENTIFICATION-NUM (CIP00002),tmsis_clh_rec_ip.msis_ident_num,MSIS-IDENTIFICATION-NUM,CIP022,X(20),Character,Y
129,IP,Claims,MIS-2-036-36,MIS2.36,,AA,% missing: NON-COV-CHARGES (CIP00002),tmsis_clh_rec_ip.ncvrd_chrgs_amt,NON-COV-CHARGES,CIP135,S9(11)V99,Numeric,Y
130,IP,Claims,MIS-2-037-37,MIS2.37,,AA,% missing: OTHER-INSURANCE-IND (CIP00002),tmsis_clh_rec_ip.othr_insrnc_ind,OTHER-INSURANCE-IND,CIP121,X(1),Character,Y
131,IP,Claims,MIS-2-038-38,MIS2.38,,AA,% missing: OTHER-TPL-COLLECTION (CIP00002),tmsis_clh_rec_ip.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CIP122,X(3),Character,Y
132,IP,Claims,MIS-2-039-39,MIS2.39,,AA,% missing: PATIENT-STATUS (CIP00002),tmsis_clh_rec_ip.ptnt_stus_cd,PATIENT-STATUS,CIP199,X(2),Character,Y
133,IP,Claims,MIS-2-040-40,MIS2.40,,AA,% missing: PLAN-ID-NUMBER (CIP00002),tmsis_clh_rec_ip.plan_id_num,PLAN-ID-NUMBER,CIP130,X(12),Character,Y
134,IP,Claims,MIS-2-041-41,MIS2.41,,AA,% missing: PROCEDURE-CODE-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd,PROCEDURE-CODE-1,CIP070,X(8),Character,Y
135,IP,Claims,MIS-2-042-42,MIS2.42,,AA,% missing: PROCEDURE-CODE-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd,PROCEDURE-CODE-2,CIP074,X(8),Character,Y
136,IP,Claims,MIS-2-043-43,MIS2.43,,AA,% missing: PROCEDURE-CODE-DATE-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd_dt,PROCEDURE-CODE-DATE-1,CIP073,9(8),Numeric,Y
137,IP,Claims,MIS-2-044-44,MIS2.44,,AA,% missing: PROCEDURE-CODE-DATE-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd_dt,PROCEDURE-CODE-DATE-2,CIP077,9(8),Numeric,Y
138,IP,Claims,MIS-2-045-45,MIS2.45,,AA,% missing: PROCEDURE-CODE-FLAG-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd_ind,PROCEDURE-CODE-FLAG-1,CIP072,X(2),Character,Y
139,IP,Claims,MIS-2-046-46,MIS2.46,,AA,% missing: PROCEDURE-CODE-FLAG-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd_ind,PROCEDURE-CODE-FLAG-2,CIP076,X(2),Character,Y
140,IP,Claims,MIS-2-047-47,MIS2.47,,AA,% missing: PROGRAM-TYPE (CIP00002),tmsis_clh_rec_ip.pgm_type_cd,PROGRAM-TYPE,CIP129,X(2),Character,Y
141,IP,Claims,MIS-2-048-48,MIS2.48,,AA,% missing: TOT-ALLOWED-AMT (CIP00002),tmsis_clh_rec_ip.tot_alowd_amt,TOT-ALLOWED-AMT,CIP113,S9(11)V99,Numeric,Y
142,IP,Claims,MIS-2-049-49,MIS2.49,,AA,% missing: TOT-BILLED-AMT (CIP00002),tmsis_clh_rec_ip.tot_bill_amt,TOT-BILLED-AMT,CIP112,S9(11)V99,Numeric,Y
143,IP,Claims,MIS-2-050-50,MIS2.50,,AA,% missing: TOT-COPAY-AMT (CIP00002),tmsis_clh_rec_ip.tot_copay_amt,TOT-COPAY-AMT,CIP115,S9(11)V99,Numeric,Y
144,IP,Claims,MIS-2-051-51,MIS2.51,,AA,% missing: TOT-MEDICAID-PAID-AMT (CIP00002),tmsis_clh_rec_ip.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CIP114,S9(11)V99,Numeric,Y
145,IP,Claims,MIS-2-052-52,MIS2.52,,AA,% missing: TOT-OTHER-INSURANCE-AMT (CIP00002),tmsis_clh_rec_ip.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CIP119,S9(11)V99,Numeric,Y
146,IP,Claims,MIS-2-053-53,MIS2.53,,AA,% missing: TOT-TPL-AMT (CIP00002),tmsis_clh_rec_ip.tot_tpl_amt,TOT-TPL-AMT,CIP118,S9(11)V99,Numeric,Y
147,IP,Claims,MIS-2-054-54,MIS2.54,,AA,% missing: TYPE-OF-BILL (CIP00002),tmsis_clh_rec_ip.bill_type_cd,TYPE-OF-BILL,CIP101,X(4),Character,Y
148,IP,Claims,MIS-2-055-55,MIS2.55,,AA,% missing: TYPE-OF-CLAIM (CIP00002),tmsis_clh_rec_ip.clm_type_cd,TYPE-OF-CLAIM,CIP100,X(1),Character,N
149,IP,Claims,MIS-2-056-56,MIS2.56,,AA,% missing: TYPE-OF-HOSPITAL (CIP00002),tmsis_clh_rec_ip.hosp_type_cd,TYPE-OF-HOSPITAL,CIP024,X(2),Character,Y
150,IP,Claims,MIS-3-001-1,MIS3.1,,AA,% missing: ADJUDICATION-DATE (CIP00003),tmsis_cll_rec_ip.adjdctn_dt,ADJUDICATION-DATE,CIP286,9(8),Numeric,N
151,IP,Claims,MIS-3-002-2,MIS3.2,,AA,% missing: BEGINNING-DATE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CIP243,9(8),Numeric,Y
152,IP,Claims,MIS-3-003-3,MIS3.3,,AA,% missing: ENDING-DATE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CIP244,9(8),Numeric,Y
153,IP,Claims,MIS-3-004-4,MIS3.4,,AA,% missing: ICN-ADJ (CIP00003),tmsis_cll_rec_ip.adjstmt_clm_num,ICN-ADJ,CIP236,X(50),Character,Y
154,IP,Claims,MIS-3-005-5,MIS3.5,,AA,% missing: ICN-ORIG (CIP00003),tmsis_cll_rec_ip.orgnl_clm_num,ICN-ORIG,CIP235,X(50),Character,Y
156,IP,Claims,MIS-3-007-7,MIS3.7,,AA,% missing: LINE-NUM-ADJ (CIP00003),tmsis_cll_rec_ip.adjstmt_line_num,LINE-NUM-ADJ,CIP238,X(3),Character,Y
157,IP,Claims,MIS-3-008-8,MIS3.8,,AA,% missing: LINE-NUM-ORIG (CIP00003),tmsis_cll_rec_ip.orgnl_line_num,LINE-NUM-ORIG,CIP237,X(3),Character,Y
158,IP,Claims,MIS-3-009-9,MIS3.9,,AA,% missing: MEDICAID-PAID-AMT (CIP00003),tmsis_cll_rec_ip.mdcd_pd_amt,MEDICAID-PAID-AMT,CIP254,S9(11)V99,Numeric,Y
159,IP,Claims,MIS-3-010-10,MIS3.10,,AA,% missing: PROV-FACILITY-TYPE (CIP00003),tmsis_cll_rec_ip.prvdr_fac_type_cd,PROV-FACILITY-TYPE,CIP267,X(9),Character,Y
160,IP,Claims,MIS-3-011-11,MIS3.11,,AA,% missing: REVENUE-CHARGE (CIP00003),tmsis_cll_rec_ip.rev_chrg_amt,REVENUE-CHARGE,CIP251,S9(11)V99,Numeric,Y
161,IP,Claims,MIS-3-012-12,MIS3.12,,AA,% missing: REVENUE-CODE (CIP00003),tmsis_cll_rec_ip.rev_cd,REVENUE-CODE,CIP245,X(4),Character,Y
162,IP,Claims,MIS-3-013-13,MIS3.13,,AA,% missing: SERVICING-PROV-NPI-NUM (CIP00003),tmsis_cll_rec_ip.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,CIP261,X(10),Character,Y
163,IP,Claims,MIS-3-014-14,MIS3.14,,AA,% missing: SERVICING-PROV-NUM (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_num,SERVICING-PROV-NUM,CIP260,X(30),Character,Y
164,IP,Claims,MIS-3-015-15,MIS3.15,,AA,% missing: SERVICING-PROV-SPECIALTY (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,CIP264,X(2),Character,Y
165,IP,Claims,MIS-3-016-16,MIS3.16,,AA,% missing: SERVICING-PROV-TYPE (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,CIP263,X(2),Character,Y
166,IP,Claims,MIS-3-017-17,MIS3.17,,AA,% missing: TYPE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.stc_cd,TYPE-OF-SERVICE,CIP257,X(3),Character,Y
167,LT,Claims,MIS-4-001-1,MIS4.1,,AA,% missing: ADJUDICATION-DATE (CLT00002),tmsis_clh_rec_lt.adjdctn_dt,ADJUDICATION-DATE,CLT050,9(8),Numeric,N
169,LT,Claims,MIS-4-003-3,MIS4.3,,AA,% missing: BEGINNING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT048,9(8),Numeric,Y
170,LT,Claims,MIS-4-004-4,MIS4.4,,AA,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,CLT153,S9(11)V99,Numeric,Y
171,LT,Claims,MIS-4-005-5,MIS4.5,,AA,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,CLT155,S9(11)V99,Numeric,Y
172,LT,Claims,MIS-4-006-6,MIS4.6,,AA,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,CLT157,S9(11)V99,Numeric,Y
173,LT,Claims,MIS-4-007-7,MIS4.7,,AA,% missing: BILLING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,CLT131,X(10),Character,Y
174,LT,Claims,MIS-4-008-8,MIS4.8,,AA,% missing: BILLING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.blg_prvdr_num,BILLING-PROV-NUM,CLT130,X(30),Character,Y
175,LT,Claims,MIS-4-009-9,MIS4.9,,AA,% missing: BILLING-PROV-TYPE (CLT00002),tmsis_clh_rec_lt.blg_prvdr_type_cd,BILLING-PROV-TYPE,CLT133,X(2),Character,Y
176,LT,Claims,MIS-4-010-10,MIS4.10,,AA,% missing: CLAIM-LINE-COUNT (CLT00002),tmsis_clh_rec_lt.cll_cnt,CLAIM-LINE-COUNT,CLT087,9(4),Numeric,Y
177,LT,Claims,MIS-4-011-11,MIS4.11,,AA,% missing: CROSSOVER-INDICATOR (CLT00002),tmsis_clh_rec_lt.xovr_ind,CROSSOVER-INDICATOR,CLT023,X(1),Character,Y
178,LT,Claims,MIS-4-012-12,MIS4.12,,AA,% missing: DIAGNOSIS-CODE-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd,DIAGNOSIS-CODE-1,CLT029,X(7),Character,Y
179,LT,Claims,MIS-4-013-13,MIS4.13,,AA,% missing: DIAGNOSIS-CODE-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd,DIAGNOSIS-CODE-2,CLT032,X(7),Character,Y
180,LT,Claims,MIS-4-014-14,MIS4.14,,AA,% missing: DIAGNOSIS-CODE-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,CLT030,X(1),Character,Y
181,LT,Claims,MIS-4-015-15,MIS4.15,,AA,% missing: DIAGNOSIS-CODE-FLAG-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,CLT033,X(1),Character,Y
182,LT,Claims,MIS-4-016-16,MIS4.16,,AA,% missing: DIAGNOSIS-POA-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,CLT031,X(1),Character,Y
183,LT,Claims,MIS-4-017-17,MIS4.17,,AA,% missing: ENDING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT049,9(8),Numeric,Y
184,LT,Claims,MIS-4-018-18,MIS4.18,,AA,% missing: FIXED-PAYMENT-IND (CLT00002),tmsis_clh_rec_lt.fixd_pymt_ind,FIXED-PAYMENT-IND,CLT075,X(1),Character,Y
185,LT,Claims,MIS-4-019-19,MIS4.19,,AA,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CLT00002),tmsis_clh_rec_lt.hlth_care_acqrd_cond_cd,HEALTH-CARE-ACQUIRED-CONDITION-IND,CLT091,X(1),Character,Y
186,LT,Claims,MIS-4-020-20,MIS4.20,,AA,% missing: ICF-IID-DAYS (CLT00002),tmsis_clh_rec_lt.icf_iid_days_cnt,ICF-IID-DAYS,CLT147,S9(5),Numeric,Y
187,LT,Claims,MIS-4-021-21,MIS4.21,,AA,% missing: ICN-ADJ (CLT00002),tmsis_clh_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT020,X(50),Character,Y
188,LT,Claims,MIS-4-022-22,MIS4.22,,AA,% missing: ICN-ORIG (CLT00002),tmsis_clh_rec_lt.orgnl_clm_num,ICN-ORIG,CLT019,X(50),Character,Y
189,LT,Claims,MIS-4-023-23,MIS4.23,,AA,% missing: LEAVE-DAYS (CLT00002),tmsis_clh_rec_lt.lve_days_cnt,LEAVE-DAYS,CLT148,S9(5),Numeric,Y
190,LT,Claims,MIS-4-024-24,MIS4.24,,AA,% missing: LTC-RCP-LIAB-AMT (CLT00002),tmsis_clh_rec_lt.ltc_rcp_lblty_amt,LTC-RCP-LIAB-AMT,CLT145,S9(11)V99,Numeric,Y
191,LT,Claims,MIS-4-025-25,MIS4.25,,AA,% missing: MEDICAID-COV-INPATIENT-DAYS (CLT00002),tmsis_clh_rec_lt.mdcd_cvrd_ip_days_cnt,MEDICAID-COV-INPATIENT-DAYS,CLT086,S9(5),Numeric,Y
192,LT,Claims,MIS-4-026-26,MIS4.26,,AA,% missing: MEDICARE-PAID-AMT (CLT00002),tmsis_clh_rec_lt.mdcr_pd_amt,MEDICARE-PAID-AMT,CLT179,S9(11)V99,Numeric,Y
193,LT,Claims,MIS-4-027-27,MIS4.27,,AA,% missing: MEDICARE-REIM-TYPE (CLT00002),tmsis_clh_rec_lt.mdcr_reimbrsmt_type_cd,MEDICARE-REIM-TYPE,CLT083,X(2),Character,Y
194,LT,Claims,MIS-4-028-28,MIS4.28,,AA,% missing: MSIS-IDENTIFICATION-NUM (CLT00002),tmsis_clh_rec_lt.msis_ident_num,MSIS-IDENTIFICATION-NUM,CLT022,X(20),Character,Y
195,LT,Claims,MIS-4-029-29,MIS4.29,,AA,% missing: NURSING-FACILITY-DAYS (CLT00002),tmsis_clh_rec_lt.nrsng_fac_days_cnt,NURSING-FACILITY-DAYS,CLT149,S9(5),Numeric,Y
196,LT,Claims,MIS-4-030-30,MIS4.30,,AA,% missing: OTHER-INSURANCE-IND (CLT00002),tmsis_clh_rec_lt.othr_insrnc_ind,OTHER-INSURANCE-IND,CLT071,X(1),Character,Y
197,LT,Claims,MIS-4-031-31,MIS4.31,,AA,% missing: OTHER-TPL-COLLECTION (CLT00002),tmsis_clh_rec_lt.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CLT072,X(3),Character,Y
198,LT,Claims,MIS-4-032-32,MIS4.32,,AA,% missing: PATIENT-STATUS (CLT00002),tmsis_clh_rec_lt.ptnt_stus_cd,PATIENT-STATUS,CLT141,X(2),Character,Y
199,LT,Claims,MIS-4-033-33,MIS4.33,,AA,% missing: PLAN-ID-NUMBER (CLT00002),tmsis_clh_rec_lt.plan_id_num,PLAN-ID-NUMBER,CLT080,X(12),Character,Y
200,LT,Claims,MIS-4-034-34,MIS4.34,,AA,% missing: PROGRAM-TYPE (CLT00002),tmsis_clh_rec_lt.pgm_type_cd,PROGRAM-TYPE,CLT079,X(2),Character,Y
201,LT,Claims,MIS-4-035-35,MIS4.35,,AA,% missing: TOT-ALLOWED-AMT (CLT00002),tmsis_clh_rec_lt.tot_alowd_amt,TOT-ALLOWED-AMT,CLT064,S9(11)V99,Numeric,Y
202,LT,Claims,MIS-4-036-36,MIS4.36,,AA,% missing: TOT-BILLED-AMT (CLT00002),tmsis_clh_rec_lt.tot_bill_amt,TOT-BILLED-AMT,CLT063,S9(11)V99,Numeric,Y
203,LT,Claims,MIS-4-037-37,MIS4.37,,AA,% missing: TOT-MEDICAID-PAID-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CLT065,S9(11)V99,Numeric,Y
204,LT,Claims,MIS-4-038-38,MIS4.38,,AA,% missing: TOT-MEDICARE-COINS-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,CLT068,S9(11)V99,Numeric,Y
205,LT,Claims,MIS-4-039-39,MIS4.39,,AA,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,CLT067,S9(11)V99,Numeric,Y
206,LT,Claims,MIS-4-040-40,MIS4.40,,AA,% missing: TOT-OTHER-INSURANCE-AMT (CLT00002),tmsis_clh_rec_lt.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CLT070,S9(11)V99,Numeric,Y
207,LT,Claims,MIS-4-041-41,MIS4.41,,AA,% missing: TOT-TPL-AMT (CLT00002),tmsis_clh_rec_lt.tot_tpl_amt,TOT-TPL-AMT,CLT069,S9(11)V99,Numeric,Y
208,LT,Claims,MIS-4-042-42,MIS4.42,,AA,% missing: TYPE-OF-BILL (CLT00002),tmsis_clh_rec_lt.bill_type_cd,TYPE-OF-BILL,CLT053,X(4),Character,Y
209,LT,Claims,MIS-4-043-43,MIS4.43,,AA,% missing: TYPE-OF-CLAIM (CLT00002),tmsis_clh_rec_lt.clm_type_cd,TYPE-OF-CLAIM,CLT052,X(1),Character,N
210,LT,Claims,MIS-5-001-1,MIS5.1,,AA,% missing: ADJUDICATION-DATE (CLT00003),tmsis_cll_rec_lt.adjdctn_dt,ADJUDICATION-DATE,CLT233,9(8),Numeric,N
211,LT,Claims,MIS-5-002-2,MIS5.2,,AA,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT196,9(8),Numeric,N
212,LT,Claims,MIS-5-003-3,MIS5.3,,AA,% missing: CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT (CLT00003),tmsis_cll_rec_lt.cms_64_fed_reimbrsmt_ctgry_cd,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,CLT219,X(2),Character,N
213,LT,Claims,MIS-5-004-4,MIS5.4,,AA,% missing: ENDING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT197,9(8),Numeric,Y
214,LT,Claims,MIS-5-005-5,MIS5.5,,AA,% missing: ICN-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT189,X(50),Character,Y
215,LT,Claims,MIS-5-006-6,MIS5.6,,AA,% missing: ICN-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_clm_num,ICN-ORIG,CLT188,X(50),Character,Y
217,LT,Claims,MIS-5-008-8,MIS5.8,,AA,% missing: LINE-NUM-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_line_num,LINE-NUM-ADJ,CLT191,X(3),Character,Y
218,LT,Claims,MIS-5-009-9,MIS5.9,,AA,% missing: LINE-NUM-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_line_num,LINE-NUM-ORIG,CLT190,X(3),Character,Y
219,LT,Claims,MIS-5-010-10,MIS5.10,,AA,% missing: MEDICAID-FFS-EQUIVALENT-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,CLT209,S9(11)V99,Numeric,Y
220,LT,Claims,MIS-5-011-11,MIS5.11,,AA,% missing: MEDICAID-PAID-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_pd_amt,MEDICAID-PAID-AMT,CLT208,S9(11)V99,Numeric,Y
221,LT,Claims,MIS-5-012-12,MIS5.12,,AA,% missing: PROV-FACILITY-TYPE (CLT00003),tmsis_cll_rec_lt.prvdr_fac_type_cd,PROV-FACILITY-TYPE,CLT221,X(9),Character,Y
222,LT,Claims,MIS-5-013-13,MIS5.13,,AA,% missing: REVENUE-CHARGE (CLT00003),tmsis_cll_rec_lt.rev_chrg_amt,REVENUE-CHARGE,CLT204,S9(11)V99,Numeric,Y
223,LT,Claims,MIS-5-014-14,MIS5.14,,AA,% missing: REVENUE-CODE (CLT00003),tmsis_cll_rec_lt.rev_cd,REVENUE-CODE,CLT198,X(4),Character,Y
224,LT,Claims,MIS-5-015-15,MIS5.15,,AA,% missing: SERVICING-PROV-NPI-NUM (CLT00003),tmsis_cll_rec_lt.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,CLT213,X(10),Character,Y
225,LT,Claims,MIS-5-016-16,MIS5.16,,AA,% missing: SERVICING-PROV-NUM (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_num,SERVICING-PROV-NUM,CLT212,X(30),Character,Y
226,LT,Claims,MIS-5-017-17,MIS5.17,,AA,% missing: SERVICING-PROV-SPECIALTY (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,CLT216,X(2),Character,Y
227,LT,Claims,MIS-5-018-18,MIS5.18,,AA,% missing: SERVICING-PROV-TYPE (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,CLT215,X(2),Character,Y
228,LT,Claims,MIS-5-019-19,MIS5.19,,AA,% missing: TYPE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.stc_cd,TYPE-OF-SERVICE,CLT211,X(3),Character,Y
229,OT,Claims,MIS-6-001-1,MIS6.1,,AA,% missing: ADJUDICATION-DATE (COT00002),tmsis_clh_rec_othr_toc.adjdctn_dt,ADJUDICATION-DATE,COT035,9(8),Numeric,N
231,OT,Claims,MIS-6-003-3,MIS6.3,,AA,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
232,OT,Claims,MIS-6-004-4,MIS6.4,,AA,% missing: BENEFICIARY-COINSURANCE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,COT130,S9(11)V99,Numeric,Y
233,OT,Claims,MIS-6-005-5,MIS6.5,,AA,% missing: BENEFICIARY-COPAYMENT-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,COT132,S9(11)V99,Numeric,Y
234,OT,Claims,MIS-6-006-6,MIS6.6,,AA,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,COT134,S9(11)V99,Numeric,Y
235,OT,Claims,MIS-6-007-7,MIS6.7,,AA,% missing: BILLING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,COT113,X(10),Character,Y
236,OT,Claims,MIS-6-008-8,MIS6.8,,AA,% missing: BILLING-PROV-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_num,BILLING-PROV-NUM,COT112,X(30),Character,Y
237,OT,Claims,MIS-6-009-9,MIS6.9,,AA,% missing: BILLING-PROV-TYPE (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_type_cd,BILLING-PROV-TYPE,COT115,X(2),Character,Y
238,OT,Claims,MIS-6-010-10,MIS6.10,,AA,% missing: CLAIM-LINE-COUNT (COT00002),tmsis_clh_rec_othr_toc.cll_cnt,CLAIM-LINE-COUNT,COT070,9(4),Numeric,Y
239,OT,Claims,MIS-6-011-11,MIS6.11,,AA,% missing: CROSSOVER-INDICATOR (COT00002),tmsis_clh_rec_othr_toc.xovr_ind,CROSSOVER-INDICATOR,COT023,X(1),Character,Y
240,OT,Claims,MIS-6-012-12,MIS6.12,,AA,% missing: DIAGNOSIS-CODE-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd,DIAGNOSIS-CODE-1,COT027,X(7),Character,Y
241,OT,Claims,MIS-6-013-13,MIS6.13,,AA,% missing: DIAGNOSIS-CODE-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd,DIAGNOSIS-CODE-2,COT030,X(7),Character,Y
242,OT,Claims,MIS-6-014-14,MIS6.14,,AA,% missing: DIAGNOSIS-CODE-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,COT028,X(1),Character,Y
243,OT,Claims,MIS-6-015-15,MIS6.15,,AA,% missing: DIAGNOSIS-CODE-FLAG-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,COT031,X(1),Character,Y
244,OT,Claims,MIS-6-016-16,MIS6.16,,AA,% missing: DIAGNOSIS-POA-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,COT029,X(1),Character,Y
245,OT,Claims,MIS-6-017-17,MIS6.17,,AA,% missing: ENDING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
